-724.000000,786.000000,17.000000,-74.550530
-654.000000,786.000000,17.000000,-61.196100
-584.000000,786.000000,17.000000,inf
-514.000000,786.000000,17.000000,-62.061720
-444.000000,786.000000,17.000000,-67.256420
-374.000000,786.000000,17.000000,-68.094159
-304.000000,786.000000,17.000000,-71.798934
-724.000000,856.000000,17.000000,-66.194898
-654.000000,856.000000,17.000000,-63.847153
-584.000000,856.000000,17.000000,-60.821467
-514.000000,856.000000,17.000000,-67.280016
-444.000000,856.000000,17.000000,-65.046524
-374.000000,856.000000,17.000000,-76.208086
-304.000000,856.000000,17.000000,-74.698498
-724.000000,926.000000,17.000000,-74.727964
-654.000000,926.000000,17.000000,-62.955444
-584.000000,926.000000,17.000000,-67.463854
-514.000000,926.000000,17.000000,-67.988162
-444.000000,926.000000,17.000000,-70.298151
-374.000000,926.000000,17.000000,-72.941224
-304.000000,926.000000,17.000000,-75.380752
-724.000000,996.000000,17.000000,-81.031693
-654.000000,996.000000,17.000000,-76.825102
-584.000000,996.000000,17.000000,-73.167543
-514.000000,996.000000,17.000000,-70.792901
-444.000000,996.000000,17.000000,-74.226888
-374.000000,996.000000,17.000000,-67.067436
-304.000000,996.000000,17.000000,-79.254383
-724.000000,1066.000000,17.000000,-78.525827
-654.000000,1066.000000,17.000000,-91.396467
-584.000000,1066.000000,17.000000,-72.593591
-514.000000,1066.000000,17.000000,-65.802155
-444.000000,1066.000000,17.000000,-81.394796
-374.000000,1066.000000,17.000000,-71.910797
-304.000000,1066.000000,17.000000,-86.125314
-724.000000,1136.000000,17.000000,-93.903402
-654.000000,1136.000000,17.000000,-72.884250
-584.000000,1136.000000,17.000000,-69.311937
-514.000000,1136.000000,17.000000,-78.523800
-444.000000,1136.000000,17.000000,-79.966660
-374.000000,1136.000000,17.000000,-86.777955
-304.000000,1136.000000,17.000000,-90.375621
