-724.000000,786.000000,17.000000,-53.970001
-654.000000,786.000000,17.000000,-67.199997
-584.000000,786.000000,17.000000,-62.629997
-514.000000,786.000000,17.000000,-64.730003
-444.000000,786.000000,17.000000,-70.809998
-374.000000,786.000000,17.000000,-73.660004
-304.000000,786.000000,17.000000,-57.150002
-724.000000,856.000000,17.000000,-55.790001
-654.000000,856.000000,17.000000,-66.019997
-584.000000,856.000000,17.000000,-62.989998
-514.000000,856.000000,17.000000,-72.809998
-444.000000,856.000000,17.000000,-73.629997
-374.000000,856.000000,17.000000,-46.810001
-304.000000,856.000000,17.000000,-58.199997
-724.000000,926.000000,17.000000,-60.989998
-654.000000,926.000000,17.000000,-75.589996
-584.000000,926.000000,17.000000,-75.010002
-514.000000,926.000000,17.000000,-73.540001
-444.000000,926.000000,17.000000,-55.419998
-374.000000,926.000000,17.000000,-60.639999
-304.000000,926.000000,17.000000,-62.589996
-724.000000,996.000000,17.000000,-59.470001
-654.000000,996.000000,17.000000,-70.040001
-584.000000,996.000000,17.000000,-72.989998
-514.000000,996.000000,17.000000,-67.519997
-444.000000,996.000000,17.000000,-58.519997
-374.000000,996.000000,17.000000,-61.910004
-304.000000,996.000000,17.000000,-65.300003
-724.000000,1066.000000,17.000000,-67.830002
-654.000000,1066.000000,17.000000,-240.000000
-584.000000,1066.000000,17.000000,-49.480000
-514.000000,1066.000000,17.000000,-50.830002
-444.000000,1066.000000,17.000000,-62.629997
-374.000000,1066.000000,17.000000,-63.680000
-304.000000,1066.000000,17.000000,-64.730003
-724.000000,1136.000000,17.000000,-76.949997
-654.000000,1136.000000,17.000000,-83.260002
-584.000000,1136.000000,17.000000,-77.459999
-514.000000,1136.000000,17.000000,-102.550003
-444.000000,1136.000000,17.000000,-240.000000
-374.000000,1136.000000,17.000000,-240.000000
-304.000000,1136.000000,17.000000,-112.449997
